problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_cool_then_place_in_recep-TomatoSliced-None-DiningTable-18/trial_T20190909_101511_247105,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_4_bar_2_bar_60 knife_0_dot_2265900968_comma_0_dot_2265900968_comma_2_dot_2525284_comma_2_dot_2525284_comma_3_dot_206582548_comma_3_dot_206582548 drawer_0_dot_499642372_comma_0_dot_499642372_comma_2_dot_0851204_comma_2_dot_0851204_comma_3_dot_211019756_comma_3_dot_211019756)\n(CutObject_0 knife_0_dot_2265900968_comma_0_dot_2265900968_comma_2_dot_2525284_comma_2_dot_2525284_comma_3_dot_206582548_comma_3_dot_206582548 agent1 loc_bar__minus_5_bar_26_bar_1_bar_60 tomato__minus_2_dot_4870024_comma__minus_2_dot_4870024_comma_26_dot_416156_comma_26_dot_416156_comma_3_dot_2382156_comma_3_dot_2382156)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_22_bar_1_bar_30 knifetype knife_0_dot_2265900968_comma_0_dot_2265900968_comma_2_dot_2525284_comma_2_dot_2525284_comma_3_dot_206582548_comma_3_dot_206582548 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0)\n(PickupObjectInReceptacle agent1 loc_bar__minus_5_bar_26_bar_1_bar_60 tomato__minus_2_dot_4870024_comma__minus_2_dot_4870024_comma_26_dot_416156_comma_26_dot_416156_comma_3_dot_2382156_comma_3_dot_2382156 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)\n(ChillObject_0 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_4_bar_22_bar_1_bar_30 tomato__minus_2_dot_4870024_comma__minus_2_dot_4870024_comma_26_dot_416156_comma_26_dot_416156_comma_3_dot_2382156_comma_3_dot_2382156)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_26_bar_3_bar_45 tomatotype tomato__minus_2_dot_4870024_comma__minus_2_dot_4870024_comma_26_dot_416156_comma_26_dot_416156_comma_3_dot_2382156_comma_3_dot_2382156 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Potato-None-SideTable-28/trial_T20190907_075841_463460,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_16_bar__minus_4_bar_0_bar_45 potato__minus_16_dot_97022248_comma__minus_16_dot_97022248_comma__minus_0_dot_749328_comma__minus_0_dot_749328_comma_2_dot_8930888_comma_2_dot_8930888 sidetable__minus_16_dot_284_comma__minus_16_dot_284_comma__minus_1_dot_236_comma__minus_1_dot_236_comma_2_dot_904_comma_2_dot_904)\n(HeatObject_1 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048 agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 potato__minus_16_dot_97022248_comma__minus_16_dot_97022248_comma__minus_0_dot_749328_comma__minus_0_dot_749328_comma_2_dot_8930888_comma_2_dot_8930888)\n(PutObjectInReceptacle agent1 loc_bar__minus_15_bar__minus_5_bar_0_bar_45 potatotype potato__minus_16_dot_97022248_comma__minus_16_dot_97022248_comma__minus_0_dot_749328_comma__minus_0_dot_749328_comma_2_dot_8930888_comma_2_dot_8930888 sidetable__minus_16_dot_284_comma__minus_16_dot_284_comma__minus_1_dot_236_comma__minus_1_dot_236_comma_2_dot_904_comma_2_dot_904)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Tomato-None-DiningTable-11/trial_T20190908_220012_692282,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar__minus_1_bar_0_bar_45 tomato__minus_8_dot_26390744_comma__minus_8_dot_26390744_comma_1_dot_02059686_comma_1_dot_02059686_comma_4_dot_00508356_comma_4_dot_00508356 diningtable__minus_8_dot_812_comma__minus_8_dot_812_comma_1_dot_792_comma_1_dot_792_comma_3_dot_96_comma_3_dot_96)\n(ChillObject_0 fridge__minus_8_dot_54_comma__minus_8_dot_54_comma__minus_6_dot_764_comma__minus_6_dot_764_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_9_bar__minus_4_bar_2_bar_60 tomato__minus_8_dot_26390744_comma__minus_8_dot_26390744_comma_1_dot_02059686_comma_1_dot_02059686_comma_4_dot_00508356_comma_4_dot_00508356)\n(PutObjectInReceptacle agent1 loc_bar__minus_9_bar__minus_1_bar_0_bar_45 tomatotype tomato__minus_8_dot_26390744_comma__minus_8_dot_26390744_comma_1_dot_02059686_comma_1_dot_02059686_comma_4_dot_00508356_comma_4_dot_00508356 diningtable__minus_8_dot_812_comma__minus_8_dot_812_comma_1_dot_792_comma_1_dot_792_comma_3_dot_96_comma_3_dot_96)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-TomatoSliced-None-DiningTable-18/trial_T20190914_033809_050650,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ButterKnifeType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_13_bar_1_bar_45 butterknife_5_dot_97290612_comma_5_dot_97290612_comma_13_dot_29782296_comma_13_dot_29782296_comma_3_dot_9709684_comma_3_dot_9709684 countertop_5_dot_564_comma_5_dot_564_comma_3_dot_588_comma_3_dot_588_comma_4_dot_1128_comma_4_dot_1128)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_26_bar_3_bar_45 butterknifetype butterknife_5_dot_97290612_comma_5_dot_97290612_comma_13_dot_29782296_comma_13_dot_29782296_comma_3_dot_9709684_comma_3_dot_9709684 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)')",False,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-TomatoSliced-None-DiningTable-18/trial_T20190914_033809_050650,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o KnifeType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_4_bar_2_bar_60 knife__minus_1_dot_112169264_comma__minus_1_dot_112169264_comma_1_dot_8056674_comma_1_dot_8056674_comma_3_dot_2084188_comma_3_dot_2084188 drawer__minus_1_dot_930563808_comma__minus_1_dot_930563808_comma_2_dot_0851204_comma_2_dot_0851204_comma_3_dot_211019756_comma_3_dot_211019756)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_26_bar_3_bar_45 knifetype knife__minus_1_dot_112169264_comma__minus_1_dot_112169264_comma_1_dot_8056674_comma_1_dot_8056674_comma_3_dot_2084188_comma_3_dot_2084188 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)')",False,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-Pencil-None-Shelf-310/trial_T20190908_023618_136375,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PencilType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_2_bar__minus_5_bar_2_bar_45 pencil__minus_2_dot_820572_comma__minus_2_dot_820572_comma__minus_7_dot_87871076_comma__minus_7_dot_87871076_comma_3_dot_3651648_comma_3_dot_3651648 desk__minus_3_dot_849575044_comma__minus_3_dot_849575044_comma__minus_8_dot_224_comma__minus_8_dot_224_comma__minus_0_dot_008_comma__minus_0_dot_008)\n(PutObjectInReceptacle agent1 loc_bar__minus_2_bar__minus_5_bar_2_bar_15 penciltype pencil__minus_2_dot_820572_comma__minus_2_dot_820572_comma__minus_7_dot_87871076_comma__minus_7_dot_87871076_comma_3_dot_3651648_comma_3_dot_3651648 shelf__minus_3_dot_757575036_comma__minus_3_dot_757575036_comma__minus_8_dot_4956_comma__minus_8_dot_4956_comma_5_dot_356_comma_5_dot_356)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190907_233151_665009,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectNotInReceptacle agent1 loc_bar_3_bar__minus_4_bar_1_bar_60 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896)\n(CutObject_0 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896 agent1 loc_bar__minus_7_bar__minus_2_bar_3_bar_45 tomato__minus_9_dot_57335948_comma__minus_9_dot_57335948_comma__minus_2_dot_0310724_comma__minus_2_dot_0310724_comma_4_dot_52616884_comma_4_dot_52616884)')",False,"PickupObjectNotInReceptacle, CutObject_0",PickupObjectNotInReceptacle
train/pick_heat_then_place_in_recep-Egg-None-SinkBasin-8/trial_T20190907_001607_953024,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r SinkBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectNotInReceptacle agent1 loc_bar_1_bar__minus_4_bar_2_bar_45 egg_1_dot_143761516_comma_1_dot_143761516_comma__minus_7_dot_03387976_comma__minus_7_dot_03387976_comma_3_dot_7955164_comma_3_dot_7955164)\n(HeatObject_1 microwave_5_dot_688_comma_5_dot_688_comma_0_dot_092_comma_0_dot_092_comma_4_dot_6_comma_4_dot_6 agent1 loc_bar_2_bar_0_bar_1_bar_30 egg_1_dot_143761516_comma_1_dot_143761516_comma__minus_7_dot_03387976_comma__minus_7_dot_03387976_comma_3_dot_7955164_comma_3_dot_7955164)\n(PutObjectInReceptacle agent1 loc_bar__minus_1_bar__minus_4_bar_2_bar_45 eggtype egg_1_dot_143761516_comma_1_dot_143761516_comma__minus_7_dot_03387976_comma__minus_7_dot_03387976_comma_3_dot_7955164_comma_3_dot_7955164 sinkbasin__minus_0_dot_25512844_comma__minus_0_dot_25512844_comma__minus_6_dot_85248328_comma__minus_6_dot_85248328_comma_3_dot_0634928_comma_3_dot_0634928)')",True,"PickupObjectNotInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectNotInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-Tomato-None-Fridge-20/trial_T20190909_091539_383661,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_2_bar_3_bar_0_bar_60 tomato__minus_0_dot_643775104_comma__minus_0_dot_643775104_comma_4_dot_880556_comma_4_dot_880556_comma_3_dot_929794_comma_3_dot_929794 diningtable_1_dot_66_comma_1_dot_66_comma_2_dot_712_comma_2_dot_712_comma_0_dot_052_comma_0_dot_052)\n(RinseObject_0 sinkbasin__minus_0_dot_5932_comma__minus_0_dot_5932_comma__minus_8_dot_1056_comma__minus_8_dot_1056_comma_3_dot_0156_comma_3_dot_0156 agent1 loc_bar__minus_1_bar__minus_5_bar_2_bar_45 tomato__minus_0_dot_643775104_comma__minus_0_dot_643775104_comma_4_dot_880556_comma_4_dot_880556_comma_3_dot_929794_comma_3_dot_929794)\n(PutObjectInReceptacle agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 tomatotype tomato__minus_0_dot_643775104_comma__minus_0_dot_643775104_comma_4_dot_880556_comma_4_dot_880556_comma_3_dot_929794_comma_3_dot_929794 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o EggType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r))))\n)', '')",False,,
train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-20/trial_T20190906_161453_754806,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r CoffeeMachineType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar__minus_5_bar_2_bar_45 mug_5_dot_04439972_comma_5_dot_04439972_comma__minus_7_dot_73639964_comma__minus_7_dot_73639964_comma_3_dot_807999848_comma_3_dot_807999848 coffeemachine_5_dot_496_comma_5_dot_496_comma__minus_8_dot_452_comma__minus_8_dot_452_comma_3_dot_6_comma_3_dot_6)\n(ChillObject_0 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 mug_5_dot_04439972_comma_5_dot_04439972_comma__minus_7_dot_73639964_comma__minus_7_dot_73639964_comma_3_dot_807999848_comma_3_dot_807999848)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_5_bar_2_bar_45 mugtype mug_5_dot_04439972_comma_5_dot_04439972_comma__minus_7_dot_73639964_comma__minus_7_dot_73639964_comma_3_dot_807999848_comma_3_dot_807999848 coffeemachine_5_dot_496_comma_5_dot_496_comma__minus_8_dot_452_comma__minus_8_dot_452_comma_3_dot_6_comma_3_dot_6)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0"
train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-20/trial_T20190906_161453_754806,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r CoffeeMachineType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar__minus_5_bar_2_bar_45 mug_5_dot_04439972_comma_5_dot_04439972_comma__minus_7_dot_73639964_comma__minus_7_dot_73639964_comma_3_dot_807999848_comma_3_dot_807999848 coffeemachine_5_dot_496_comma_5_dot_496_comma__minus_8_dot_452_comma__minus_8_dot_452_comma_3_dot_6_comma_3_dot_6)\n(ChillObject_0 fridge__minus_5_dot_98224832_comma__minus_5_dot_98224832_comma__minus_2_dot_812_comma__minus_2_dot_812_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_3_bar__minus_3_bar_3_bar_60 mug_5_dot_04439972_comma_5_dot_04439972_comma__minus_7_dot_73639964_comma__minus_7_dot_73639964_comma_3_dot_807999848_comma_3_dot_807999848)\n(PutObjectInReceptacle agent1 loc_bar_4_bar__minus_5_bar_2_bar_45 mugtype mug_5_dot_04439972_comma_5_dot_04439972_comma__minus_7_dot_73639964_comma__minus_7_dot_73639964_comma_3_dot_807999848_comma_3_dot_807999848 coffeemachine_5_dot_496_comma_5_dot_496_comma__minus_8_dot_452_comma__minus_8_dot_452_comma_3_dot_6_comma_3_dot_6)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0"
train/pick_heat_then_place_in_recep-AppleSliced-None-SideTable-21/trial_T20190908_030402_887474,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_1_bar_0_bar_45 knife__minus_0_dot_2073020936_comma__minus_0_dot_2073020936_comma_3_dot_3757516_comma_3_dot_3757516_comma_3_dot_6948052_comma_3_dot_6948052 diningtable__minus_2_dot_096_comma__minus_2_dot_096_comma_3_dot_804_comma_3_dot_804_comma_0_dot_024_comma_0_dot_024)\n(CutObject_0 knife__minus_0_dot_2073020936_comma__minus_0_dot_2073020936_comma_3_dot_3757516_comma_3_dot_3757516_comma_3_dot_6948052_comma_3_dot_6948052 agent1 loc_bar_1_bar_1_bar_1_bar_45 apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236)\n(PutObjectInReceptacle agent1 loc_bar__minus_8_bar__minus_11_bar_2_bar_45 knifetype knife__minus_0_dot_2073020936_comma__minus_0_dot_2073020936_comma_3_dot_3757516_comma_3_dot_3757516_comma_3_dot_6948052_comma_3_dot_6948052 microwave__minus_8_dot_052_comma__minus_8_dot_052_comma__minus_14_dot_756_comma__minus_14_dot_756_comma_2_dot_761099816_comma_2_dot_761099816)\n(PickupObjectInReceptacle agent1 loc_bar_1_bar_1_bar_1_bar_45 apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236 sidetable_3_dot_0924_comma_3_dot_0924_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_8004_comma_2_dot_8004)\n(HeatObject_1 microwave__minus_8_dot_052_comma__minus_8_dot_052_comma__minus_14_dot_756_comma__minus_14_dot_756_comma_2_dot_761099816_comma_2_dot_761099816 agent1 loc_bar__minus_8_bar__minus_11_bar_2_bar_45 apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236)\n(PutObjectInReceptacle agent1 loc_bar__minus_8_bar__minus_11_bar_2_bar_45 appletype apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236 microwave__minus_8_dot_052_comma__minus_8_dot_052_comma__minus_14_dot_756_comma__minus_14_dot_756_comma_2_dot_761099816_comma_2_dot_761099816)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-AppleSliced-None-SideTable-21/trial_T20190908_030402_887474,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_1_bar_0_bar_45 knife__minus_0_dot_2073020936_comma__minus_0_dot_2073020936_comma_3_dot_3757516_comma_3_dot_3757516_comma_3_dot_6948052_comma_3_dot_6948052 diningtable__minus_2_dot_096_comma__minus_2_dot_096_comma_3_dot_804_comma_3_dot_804_comma_0_dot_024_comma_0_dot_024)\n(CutObject_0 knife__minus_0_dot_2073020936_comma__minus_0_dot_2073020936_comma_3_dot_3757516_comma_3_dot_3757516_comma_3_dot_6948052_comma_3_dot_6948052 agent1 loc_bar_1_bar_1_bar_1_bar_45 apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236)\n(PutObjectInReceptacle agent1 loc_bar__minus_8_bar__minus_11_bar_2_bar_45 knifetype knife__minus_0_dot_2073020936_comma__minus_0_dot_2073020936_comma_3_dot_3757516_comma_3_dot_3757516_comma_3_dot_6948052_comma_3_dot_6948052 microwave__minus_8_dot_052_comma__minus_8_dot_052_comma__minus_14_dot_756_comma__minus_14_dot_756_comma_2_dot_761099816_comma_2_dot_761099816)\n(PickupObjectInReceptacle agent1 loc_bar_1_bar_1_bar_1_bar_45 apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236 sidetable_3_dot_0924_comma_3_dot_0924_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_8004_comma_2_dot_8004)\n(HeatObject_1 microwave__minus_8_dot_052_comma__minus_8_dot_052_comma__minus_14_dot_756_comma__minus_14_dot_756_comma_2_dot_761099816_comma_2_dot_761099816 agent1 loc_bar__minus_8_bar__minus_11_bar_2_bar_45 apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236)\n(PutObjectInReceptacle agent1 loc_bar__minus_1_bar_1_bar_1_bar_45 appletype apple_3_dot_8478192_comma_3_dot_8478192_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_87236_comma_2_dot_87236 sidetable_3_dot_0924_comma_3_dot_0924_comma_1_dot_7924_comma_1_dot_7924_comma_2_dot_8004_comma_2_dot_8004)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Potato-None-Microwave-25/trial_T20190908_113515_119158,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar_6_bar_3_bar_45 potato__minus_11_dot_24315836_comma__minus_11_dot_24315836_comma_5_dot_56331728_comma_5_dot_56331728_comma_3_dot_840898_comma_3_dot_840898 microwave__minus_11_dot_18_comma__minus_11_dot_18_comma_5_dot_396_comma_5_dot_396_comma_3_dot_2488436_comma_3_dot_2488436)\n(ChillObject_0 fridge__minus_11_dot_128_comma__minus_11_dot_128_comma_8_dot_8868_comma_8_dot_8868_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_8_bar_9_bar_3_bar_60 potato__minus_11_dot_24315836_comma__minus_11_dot_24315836_comma_5_dot_56331728_comma_5_dot_56331728_comma_3_dot_840898_comma_3_dot_840898)\n(PutObjectInReceptacle agent1 loc_bar__minus_8_bar_9_bar_3_bar_60 potatotype potato__minus_11_dot_24315836_comma__minus_11_dot_24315836_comma_5_dot_56331728_comma_5_dot_56331728_comma_3_dot_840898_comma_3_dot_840898 fridge__minus_11_dot_128_comma__minus_11_dot_128_comma_8_dot_8868_comma_8_dot_8868_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Potato-None-Microwave-25/trial_T20190908_113515_119158,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar_6_bar_3_bar_45 potato__minus_11_dot_24315836_comma__minus_11_dot_24315836_comma_5_dot_56331728_comma_5_dot_56331728_comma_3_dot_840898_comma_3_dot_840898 microwave__minus_11_dot_18_comma__minus_11_dot_18_comma_5_dot_396_comma_5_dot_396_comma_3_dot_2488436_comma_3_dot_2488436)\n(ChillObject_0 fridge__minus_11_dot_128_comma__minus_11_dot_128_comma_8_dot_8868_comma_8_dot_8868_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_8_bar_9_bar_3_bar_60 potato__minus_11_dot_24315836_comma__minus_11_dot_24315836_comma_5_dot_56331728_comma_5_dot_56331728_comma_3_dot_840898_comma_3_dot_840898)\n(PutObjectInReceptacle agent1 loc_bar__minus_8_bar_5_bar_3_bar_45 potatotype potato__minus_11_dot_24315836_comma__minus_11_dot_24315836_comma_5_dot_56331728_comma_5_dot_56331728_comma_3_dot_840898_comma_3_dot_840898 microwave__minus_11_dot_18_comma__minus_11_dot_18_comma_5_dot_396_comma_5_dot_396_comma_3_dot_2488436_comma_3_dot_2488436)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
