problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal,correct_pddl_goal
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-30/trial_T20190909_050831_328612,return a washed spatula to a kitchen counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","[""\n;; PDDL guess 1 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-Spatula-None-CounterTop\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-ForkType-None-CounterTop\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-SpatulaType-None-DiningTableType\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-ForkType-None-DiningTableType\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o SpatulaType)
		(receptacleType ?r CounterTopType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-30/trial_T20190909_050831_328612,return a washed spatula to a kitchen counter.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o SpatulaType) 
                (receptacleType ?r CounterTopType)
                (inReceptacle ?o ?r)
                (cleanable ?o)
                (isClean ?o) 
            )
    )))","[""\n;; PDDL guess 1 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-Spatula-None-CounterTop\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 2 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-ForkType-None-CounterTop\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 3 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-SpatulaType-None-DiningTableType\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SpatulaType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n"", ""\n;; PDDL guess 4 for 'return a washed spatula to a kitchen counter.'\n;; Simplified Goal: \npick_clean_then_place_in_recep-ForkType-None-DiningTableType\n\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))\n""]","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o SpatulaType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(cleanable ?o)
		(isClean ?o))))
)",True
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220047_928975,slice lettuce on the table with the knife.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-LettuceSliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-CabbageSliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CabbageType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-KaleSliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KaleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-CelerySliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CeleryType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_and_place_simple-LettuceSliced-None-DiningTable-24/trial_T20190906_220047_928975,slice lettuce on the table with the knife.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o LettuceType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r) 
                (sliceable ?o)
                (isSliced ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-LettuceSliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 2 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-CabbageSliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CabbageType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 3 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-KaleSliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o KaleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n', '\n;; PDDL guess 4 for ""slice lettuce on the table with the knife.""\n;; Official goal name: pick_and_place_simple-CelerySliced-None-DiningTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CeleryType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o LettuceType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",True
train/pick_cool_then_place_in_recep-Bread-None-DiningTable-26/trial_T20190906_184052_211612,chill a loaf of bread and move it to the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Bread-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Potato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Apple-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Tomato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o TomatoType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Bread-None-DiningTable-26/trial_T20190906_184052_211612,chill a loaf of bread and move it to the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Bread-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Potato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Apple-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Tomato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o PotatoType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Bread-None-DiningTable-26/trial_T20190906_184052_211612,chill a loaf of bread and move it to the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Bread-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Potato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Apple-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Tomato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o AppleType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_cool_then_place_in_recep-Bread-None-DiningTable-26/trial_T20190906_184052_211612,chill a loaf of bread and move it to the table.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r DiningTableType)
                (inReceptacle ?o ?r)
                (coolable ?o)
                (isCool ?o) 
            )
    )))","['\n;; PDDL guess 1 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Bread-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 2 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Potato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 3 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Apple-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n', '\n;; PDDL guess 4 for ""chill a loaf of bread and move it to the table.""\n;; Official goal name: pick_cool_then_place_in_recep-Tomato-None-DiningTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o BreadType)
		(receptacleType ?r DiningTableType)
		(inReceptacle ?o ?r)
		(coolable ?o)
		(isCool ?o))))
)",True
train/pick_heat_then_place_in_recep-BreadSliced-None-SideTable-28/trial_T20190907_180304_503402,"slice a loaf of bread with a knife , cook it in a microwave put it the small brown table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['\n;; PDDL guess 1 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-toast_then_place_in_recep-BreadSlice-Toasted-Microwave\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 2 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-cook_then_place_in_recep-BreadSlice-Cooked-Microwave\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 3 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_and_place_simple-BreadSlice-None-SmallBrownTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r SmallBrownTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 4 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-toast_then_place_in_recep-BreadSlice-Toasted-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(exists (?l - location)
(and 
		(receptacleType ?r SideTableType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o)
		(heatable ?o)
		(isHot ?o)
		(receptacleAtLocation ?r ?l)))))
)",False
train/pick_heat_then_place_in_recep-BreadSliced-None-SideTable-28/trial_T20190907_180304_503402,"slice a loaf of bread with a knife , cook it in a microwave put it the small brown table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['\n;; PDDL guess 1 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-toast_then_place_in_recep-BreadSlice-Toasted-Microwave\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 2 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-cook_then_place_in_recep-BreadSlice-Cooked-Microwave\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 3 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_and_place_simple-BreadSlice-None-SmallBrownTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r SmallBrownTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 4 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-toast_then_place_in_recep-BreadSlice-Toasted-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o))))
)",False
train/pick_heat_then_place_in_recep-BreadSliced-None-SideTable-28/trial_T20190907_180304_503402,"slice a loaf of bread with a knife , cook it in a microwave put it the small brown table.","(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o BreadType) 
                (receptacleType ?r SideTableType)
                (inReceptacle ?o ?r)
                (heatable ?o)
                (isHot ?o)
                (sliceable ?o)
                (isSliced ?o)  
            )
    )))","['\n;; PDDL guess 1 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-toast_then_place_in_recep-BreadSlice-Toasted-Microwave\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 2 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-cook_then_place_in_recep-BreadSlice-Cooked-Microwave\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 3 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_and_place_simple-BreadSlice-None-SmallBrownTableType\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r SmallBrownTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n            )\n        )\n    )\n)\n', '\n;; PDDL guess 4 for ""slice a loaf of bread with a knife, cook it in a microwave, put it on the small brown table.""\n;; Official goal name: pick_slice-toast_then_place_in_recep-BreadSlice-Toasted-SideTable\n(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadSliceType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (sliceable ?o)\n                (isSliced ?o)\n                (heatable ?o)\n                (isHot ?o)\n                (receptacleAtLocation ?r ?l)\n                (atLocation ?l SmallBrownTableType)\n            )\n        )\n    )\n)\n']","(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(exists (?l - location)
(and 
		(receptacleType ?r MicrowaveType)
		(inReceptacle ?o ?r)
		(sliceable ?o)
		(isSliced ?o)
		(heatable ?o)
		(isHot ?o)
		(receptacleAtLocation ?r ?l)))))
)",False
train/pick_and_place_simple-CD-None-Shelf-319/trial_T20190908_060915_412301,put a cd in the book shelf.,"(:goal
        (exists (?r - receptacle)
        (exists (?o - object)
            (and 
                (objectType ?o CDType) 
                (receptacleType ?r ShelfType)
                (inReceptacle ?o ?r) 
            )
    )))",[],"(:goal
	(exists (?r - receptacle)
(exists (?o - object)
(and 
		(objectType ?o CDType)
		(receptacleType ?r ShelfType)
		(inReceptacle ?o ?r))))
)",True
